Sentences,Sentiment
भारतमा शुक्रवार थप हजार जनामा कोभिड संक्रमण भएपछि कूल संक्रमितको संख्या लाख हजार नाघेको छ,-1
गणतान्त्रिक सृजनशील युवा कल्वद्धारा आयोजित मानसिक स्वास्थ्य कोभिड सम्बन्धित सचेतना मुलक पाणिनी गाँउ पालिका स्थित सवै वडामा कार्यक्रम प्रभावकारी भएको छ,1
बास ने सार्वजनिक सेवा प्रवाह सर्वेक्षण का नतिजा सार्वजनिक किया नेपालगन्ज बाँके पवन जायसवाल कोभिड के बीच भ्रष्टाचार बिरुद्ध क्रियाशील संस्था बास ने सार्वजनिक निकाय की सेवा प्रवाह सन्तुष्टि सर्वे,1
कोभिड कसैको लागि दसा कसैको लागि भाग्य यो दुनियाँ भरी नै यस्तै होला,0
कोभिड को सबै रिपोर्टिंग अब नेपाल बाट,1
थपिए कोभिड संक्रमित को मृत्यु,1
कोभिड सङ्क्रमणका कारण बन्द रहेको मुलुकको माउन्टेन फ्लाइट पर्वतीय उडान आजदेखि शुरु भएको छ,1
प्रयोगकर्ता र संख्यात्मक हिसाबले चित्त बुझाउने आधार नभए पनि कोभिड को बेलामा भएको डिजिटल भुक्तानी उत्साहप्रद भएको भनाइ,1
आज बिहान अपाङ्गता भएका व्यक्तिहरुको पहुँचयुक्त स्वास्थ्य सेवा र कोभिड प्रतिकार्यमा अस्पतालहरुको भूमिका विषयक अन्तरकृयामा अन्य विषयको अलावा कोभिड को रोकथाम र उपचार रणनीति तथा स्वास्थ्य सेवा र पुनरस्थापनाका कार्यक्रम एकीकृतरुपमा समन्वयात्मक ढंगले अघि बढाउनु पर्नेमा जोड दिइयो,1
कोभिड सङ्क्रमणका कारण बन्द रहेको मुलुकको पर्वतीय उडान आजदेखि सुरु भएको हो,1
कोभिड सङ्क्रमणका कारण बन्द रहेको मुलुकको पर्वतीय उडान शनिबार सुरु भएको हो,1
कोभिड हिरो अफ यूएई बाट जना नेपाली सम्मानित,1
कोरोना सङ्क्रमितको सङ्ख्या घट्दै कालिकोट जिल्लामा कोभिड का सङ्क्रमितको सङ्ख्या घट्दै गएको छ कोरोना नियन्त्रणका लागि स्थानीय तह र जिल्ला विपद् व्यवस्थापन समितिले समन,1
मन्त्रालयले कोभिड सङ्क्रमितको परीक्षण र उपचारमा संलग्न रहेका स्वास्थ्यकर्मीले जोखिम भत्ता नपाएको भन्ने गुनासो,-1
नेपाल भारतबीच प्रस्तावित एअर बबल मार्फत दैनिक एक उडान गर्ने तयारी कोभिड जाँचका रिपोर्ट ल्याउनेलाई मात्र उडानका लागि अनुमति दिने,0
क्रिकेटर सन्दीप लामिछानेलाई कोरोना संक्रमण देखिको छ उनले समाजिक सञ्जामार्फत आफूलाई कोभिड पोजेटिभ देखिएको बताएका हुन्,-1
गणतान्त्रिक सृजनशील युवा कल्वद्धारा आयोजित मानसिक स्वास्थ्य कोभिड सम्बन्धित सचेतना मुलक पाणिनी गाँउ पालिका स्थित सवै वडामा कार्यक्रम सम्पन्न भएको छ,1
नेपाली राष्ट्रिय क्रिकेट टिमका लेग स्पिनर सन्दीप लामिछानेलाई कोरोनाभाइरस कोभिड संक्रमण पुष्टि भएको छ,-1
भारतको गुजरातस्थित एक अस्पतालमा शुक्रबार आगलागी हुँदा कम्तीमा पाँच कोभिड सङ्क्रमित विरामीको मृत्यु भएको अधिकारीले बताएका छन्,-1
एसियन इन्स्टिच्युट अफ डिप्लोमेसी एन्ड इन्टरनेसनल अफेयर्सको कार्यक्रममा शृंगलाले सालको भूकम्पमा नेपाललाई सबैभन्दा पहिले सहयोग गर्ने मुलुक भारत भएको भन्दै कोभिड विरुद्धकाे खोपमा पनि नेपाललाई प्राथमिकतामा राख्ने बताए,1
यस्तो देखियो प्रदेश का सभामुख सरोज कुमार यादवले कोभिड को महामारीका कारण नियमावली संशोधन गरेर भर्चुअल रुपमै संसद बैठक सञ्चालन गर्न मिल्ने व्यवस्था गरेको बताए प्रदेश सभामा प्रविधिको भरपूर प्रयोग गर्दै पेपरलेस बनाएको बताउँदै सभामुख यादवले नयाँ अभ्यास गरिरहेको जानकारी दिए,1
जर्मनीमा लाख व्यक्तिमा कोभिड सङ्क्रमण पुष्टि,-1
कोरोनाबाट भएको मृत्युको तथ्यांकमा स्वास्थ्य मन्त्रालयको खेलबाड मंसिर काठमाडौं कोरोना भाइरस कोभिड को संक्रमणबाट मृत्यु भएकाहरुको तथ्यांकमा स्वास्थ्य तथा जनसंख्या मन्त्रालयले खेलबाड गरेको भेटिएको छ मन्त्रालयले हरेक दिन पहिचान भएका संक्रमित र,-1
कोभिड का बाबजुद नेपालको निर्यात व्यापारमा सुधार,1
कोभिड अपडेट मंसिर शुक्रबार,0
भारतको गुजरातस्थित एक अस्पतालमा शुक्रबार आगलागी हुँदा कम्तीमा आठ जना कोभिड सङ्क्रमित आठ जना बिरामीको मृत्यु भएको छ,-1
काठमाडौँ उपत्यकाका प्रमुख पर्यटकीय केन्द्रका रुपमा रहेको ठमेल विस्तारै लयमा फर्कंदै गएको छ विश्वव्यापीरुपमा फैलिएको कोभिड का कारण सरकारले गरेको बन्दाबन्दी र निषेधाज्ञाले झण्डै आठ महिनादेखि बन्द रहेको ठमेलमा विस्तारै चहलपहल बढ्दै गएको हो,1
प्रदेश नं का सभामुख सरोज कुमार यादवले कोभिड को महामारीका कारण नियमावली संशोधन गरेर भर्चुअल रुपमै संसद बैठक सञ्चालन गर्न मिल्ने व्यवस्था गरेको बताउनुभयो,1
स्वास्थ्य तथा जनसङ्ख्या मन्त्रालयले कोरोना भाइरसका विरुद्धमा खटिएका स्वास्थ्यकर्मीलाई जोखिम भत्ता उपलब्ध गराउन सबै कोभिड अस्पताललाई निर्देशन दिएको छ,1
हामी भरेभोलि नै कोभिड खोप हामीकहाँ आउँदैछ जस्तो गर्छौं तर विशेषज्ञले नेपालमा आवश्यक सबैका लागि पुग्नेगरी खोप आउन कम्तीमा अझ वर्ष लाग्ने बताउँछन् अझ एस्ट्राजेनेका र अक्स्फोर्डले बढी उपयुक्त र ज्यादै प्रभावकारी भनेर प्रचारित आफ्नो खोपमा प्रविधिक त्रुटिभएको भन्न थालेका छन्,-1
कोभिड मा आमसञ्चारलाई राहत,1
कोभिड माहामारीका कारण यश वर्ष यल पाटन मा कात्ती प्याखं दिन मात्र मनाइने भएको छ लाय् कू क्षेत्र सील गरि नेसं थिंला न्हिल्या गते शुक्रबार बाराही अवतार र थिंला न्हिल्या गते शनिबार नरसिंह अवतार देखाइने भएको छ प्रत्यक्ष प्रसारण नेपालमण्डल टेलिभिजन र युट्युबमा,0
सरकारले नेपालमा रहेका शरणार्थीको कोभिड को पीसीआर परीक्षण र उपचार निशुल्क गर्न सम्बन्धित निकायलाई निर्देशन गरेको छ,1
स्वास्थ्य तथा जनसंख्या मन्त्रालयले कोभिड संक्रमितको परीक्षण तथा उपचारमा संलग्न स्वास्थ्यकर्मीलाई करोड लाख हजार रुपैयाँ जोखिम भत्ता वितरण गरेको जानकारी दिएको छ,1
नेपाल वायुसेवा निगमको विमानवाट अन्तरराष्ट्रिय उडान गर्दा तीन घण्टा अगावै त्रिभुवन अन्तरराष्ट्रिय विमानस्थलमा पुग्नुपर्नेमा हाल देखा परेको कोभिड कारण थप आवश्यक विवरणहरु जांच गर्नपर्ने भएकोले,0
राष्ट्रियसभाका अध्यक्ष गणेशप्रसाद तिमिल्सिनाले कोभिड का कारण अब संसद् रोक्न नहुने बताएका छन्,-1
शरणार्थीको कोभिड को उपचार निशुल्क गर्नू,1
शरणार्थीको कोभिड को उपचार नेपाली नागरिक सरह गर्न निर्देशन नेपाल रैबार समय र खबर,1
कोभिड विरुद्धको खोप खरिदका लागि युनिसेफ र पान अमेरिकी स्वास्थ्य संगठनले मागे बोलपत्र प्रस्ताव,1
कोभिड महामारीलाई पार गदै गर्दा सरकारका के कस्ता सहायताहरू उपलब्ध छन् त सरकारको पछिल्लो कदम र यी तपाई अस्ट्रेलियामा रहँदा कोभिड बारे जान्नै पर्ने कुराहरू यहाँ हेर्नु होस् कोरोना नेपाली अस्ट्रेलिया,1
शरणार्थीलाई कोभिड उपचार नेपाली नागरिकसरह गर्न निर्देशन,1
शरणार्थीको कोभिड को उपचार नेपाली नागरिकसरह गर्न सरकारको निर्देशन,1
सरकारले कोभिड को लक्षण र चिह्न देखिएमा सरकारी प्रयोगशाला र सरकारी अस्पतालमा परीक्षण र उपचार निशुल्क गरेको छ,1
सरकारले विभिन्न देशबाट आएका शरणार्थीलाई कोभिड को पीसीआर परीक्षण र उपचार निशुल्क गर्न सम्बन्धित निकायलाई निर्देशन गरेको छ,1
शरणार्थीको कोभिड को उपचार नेपाली नागरिकसरह गर्न निर्देशन,1
सुडानका पूर्व प्रधानमन्त्री मेहदीको कोभिड संक्रमणबाट मृत्यु,-1
कोभिड बिरुद्धको भ्याक्सिन सहयोग गर्ने भारतको प्रतिवद्धता,1
हिजो मात्रै औरिका मा बात भयो कोभिड खोपको बिषयमा तर छैन छैन थाहै छैन भन्छन त केहो हनुमान जी खोप को बिषय,-1
सकियो कोरोना को डर डिसेम्बर दोस्रो साताबाट कोभिड विरूद्धको खोप दिने तयारी क कसले पाउछन,0
खोपको नाममा हरेक नेपालीको मुटुमा सुइरो रोपिन्छ भने त्यो खोप नेपालीलाई चाहिदैन सचेत रहौं सचेत रहौं कोभिड को खोप तयार भएपछि नेपाललाई दिन भारत तयार,0
क्वान्टासको विमान चढ्नका लागि कोभिड को खोप अनिवार्य,1
कोभिड ले अर्थतन्त्रलाई पारेको असरलाई पराजित गरेर अर्थतन्त्रलाई माथि उकास्नुछ प्रधानमन्त्री ओली,1
कोभिड खोपको थप अध्ययन गर्दै एस्ट्राजेनेका,1
लगातार दिन सम्म कोरोनाको सङ्क्रमण शून्यमा रहेपछि भिक्टोरियामा आधिकारिक रूपमा कोभिड दोस्रो श्रृखंला समाप्त भएको छ कोरोना नेपाली अस्ट्रेलिया समाचार,1
कोभिड को भ्याक्सिन सम्म कसो पत्ता नलाग्ला,0
हाम्रो विचमा केही समस्याहरु छन् त्यो मलाई थाहा छ गएको वर्ष कोभिड सँगै केही राजनीतिक समस्याहरु थपिए उनले भनेका थिए यी विषयहरुलाई वार्ताद्धारा समाधान गर्नुपर्छ हाम्रो विचमा गहिरो मित्रता छ केही विषयले त्यो सम्बन्धलाई बन्धक बनाउनु हुन्न भारतिय विदेश श्रृंखला,-1
औ अन्तराष्ट्रिय नारा राष्ट्रिय नारा कोभिड पश्चातको उत्कृष्ट पुनरागमनको सुनिश्चितता अपाङ्गता भएका व्यक्तिहरुको पहुँच र दीगो विकासको लागि हामी सबैको प्रतिवद्धता,1
कोभिड अपडेट मंसिर बिहीबार,0
सुडानका पूर्व प्रधानमन्त्री मेहदीको कोभिड सङ्क्रमणपछि मृत्यु,-1
पछिल्लो घण्टामा उपत्यकामा सय जनामा कोभिड संक्रमण मुलुक भर हजार भन्दा बढी,-1
प्रवासमा सामुदायिक पत्रकारिताको अनुभव संगाल्दैछु कोभिड महामारीको समयमा महिना अघिबाट सम्पादनको जिम्मेवारी सम्हालेपछिका नेपाली भाषाको एभरेष्ट खबरपत्रिका मासिक हङकङको यि अङ्क,0
कोभिड को खोप तयार भएपछि नेपाललाई दिन भारत तयार,1
कहिले काँही धेरै हतार गर्दा केही हुन् सक्छ आश गरौं यो कोभिड खोप मध्ये एक उत्कृष्ट हुने छ,1
नेपाललाई कोभिड सम्बन्धी स्वास्थ्य सहयोग हस्तान्तरण,1
कोरोना भाइरस कोभिड विरुद्ध बनेको एन्टिबडी मानिसको शरीरमा कम्तीमा महिना बस्छ,0
पाकिस्तान क्रिकेट टीमका खेलाडीको कोभिड परीक्षणको नतिजा पोजिटिभ आएको छ,-1
नेपालमा कोभिड सँग सम्बन्धित कारणले थप जनाको मृत्यु,-1
एकथरीले कोभिड को अन्त्य अनिश्चित भएकाले संक्रमण कम भएका ठाउँमा स्वास्थ्य सतर्कता अपनाएर विद्यालय खोल्नुपर्ने बताइरहेका छन् अर्काथरी भने ज्यान भन्दा पढाई ठूलो नभएकाले कुनै पनि हालतमा विद्यालय खोल्न नहुने धारणा राखिरहेका छन्,0
कोभिड का विरामीहरूको उपचारमा अहोरात्र खट्ने धर्तीका सम्पूर्ण नर्सहरूमा कोटि कोटि नमन,1
कोभिड का कारण नौ महिनापछि नेपाली राष्ट्रिय क्रिकेट टिमको बन्द प्रशिक्षण सुरु भएको छ,1
कोभिड का कारण महिनापछि नेपाली राष्ट्रिय क्रिकेट टिमको बन्द प्रशिक्षण सुरु,1
राष्ट्रिय योजना आयोगका पूर्वउपाध्यक्ष रवीन्द्रकुमार शाक्यको कोभिड को संक्रमणका कारण वर्षका उमेरमा बिहीबार निधन भएको छ,-1
अमेरिकामा पहिलो चरणमा कोभिड को लाख भ्याक्सिन वितरण तयारी,1
प्रधानमन्त्रीको सरकारी निवास बालुवाटरमा सुरु भएको महासंघको वार्षिक साधारणसभामा अध्यक्ष भवानी राणाले कोभिड को राष्ट्रिय अन्तर्राष्ट्रिय परिस्थितिले मुलुकको अर्थतन्त्रमा निकै ठूलो चुनौती रहेको बताइन्,0
कोरोना से संक्रमित राष्ट्रीय योजना आयोग के पूर्व उपाध्यक्ष शाक्य का निधन काठमांडू नवम्बर कोरोना वायरस कोभीड से संक्रमित राष्ट्रीय योजना आयोग के पूर्व उपाध्यक्ष डा रवीन्द्र कुमार शाक्य का निधन हो गया निउज डेस्क,-1
उद्योगी व्यवसायीहरुको छाता संस्था नेपाल उद्योग वाणिज्य महासंघको आजदेखि प्रारम्भ भएको औं वार्षिक साधारण सभाको पूर्ण सफलताको कामना गर्दछु कोभिड को चपेटामा परेको नेपालको अर्थतन्त्र उकास्ने र रोजगारको वातावरण सिर्जना गर्ने दिशामा साधारणसभा कोशेढुंगा सावित हुन सकोस् शुभकामना,1
कोभिड नियन्त्रणका लागि सीमामा परिचालन भएको सशस्त्रको फौज संख्या र थपिएका बोर्डर आउट पोस्टलाई यथावत राख्दै त्यसलाई स्थायित्व दिने गृह मन्त्रालयको सुरुवातले दीर्घकालीन सीमा व्यवस्थापनका लागि यो महामारी अवसर बन्न पुग्यो,1
लैजा चरि लैजा कोभिड को संक्रमणको समचार सबैमा पुग्ने गरि,0
चिनियाँ रक्षामन्त्रीको भ्रमणले कोभिड ले स्थगित सैन्य सहयोग र सहकार्यलाई निरन्तरता दिने सेनाको अपेक्षा,1
कोभिड विरुद्धका चार खोपमध्ये नेपाललाई खोप उपयुक्त,0
अमेरिकी सरकारले कोभिड को खोप वितरण गर्ने योजना अघि सारेको छ फाइजर कम्पनीले निर्माण गरेको खोप अमेरिकी नियामक निकायबाट आपत्कालीन प्रयोगका लागि स्वीकृति पाएलगत्तै सम्भवत डिसेम्बरमा पहिलो चरणमा लाख व्यक्तिमा लगाइने जनाइको छ,1
व्रत बसेरै प्रतिशतसम्म निको हुन्छ कोभिड,0
कोभिड का कारण विश्वभर अर्थतन्त्रमा समस्या आएका बेला नेपालमा रेमिटेन्स आयमा देखिएको सुधारले सरकारलाई सजिलो बनाएको छ,1
परीक्षणको अन्तिम चरणमा रहेका कोभिड विरुद्धका चार खोपको चर्चा चलिरहेका बेला नेपाली विज्ञहरूले देखि डिग्री सेल्सियस तापक्रममा भण्डारण गर्न सकिने खोपमा विशेष चासो देखाइरहेका छन्,1
कापी त ठाउँको ठाउँ चेक भएर नतिजा मात्र राष्ट्रिय परीक्षा वोर्डमा जाने हो तर खुसिको कुरा यस्तो कोभिड को प्रकोप र त्रासको वातावरणमा पनि नतिजामा ठुलो उपलव्धि अाउने भयो,0
विश्वका प्रभावशाली र प्रेरणादायी महिलाको सूचीमा फिनल्यान्डकी प्रधानमन्त्री साना मारिन र कोभिड विरुद्ध अक्सफोर्ड विश्वविद्यालयले बनाइरहेको भ्याक्सिनको रिसर्च टोलीकी अगुवा सराह गिल्बर्टसँगै बेवारिसे शवलाई दागबत्ती दिने र जलाउने कर्ममा सक्रिय नेपालकी सपना रोकामगर पनि परेकी छिन्,1
कोभिड ले जागिर खोस्या हुन्,-1
कोभिड विश्व अर्थतन्त्र र नेपाल केन्द्रीय बैंकले गर्ने सपोर्टका प्रयासहरू संक्रमणजन्य आर्थिक सुस्तीसँग जुध्न अपर्याप्त हुन सक्ने भएकाले सरकारले वित्तनीतिलाई प्रभावकारी रूपमा परिचालन गर्नुपर्छ,1
कप्तान ज्ञानेन्द्र सहित तिन क्रिकेटरमा कोभिड को संक्रमण काठमाडौं राष्ट्रिय क्रिकेट टिमका कप्तान ज्ञानेन्द्र मल्लसहित अन्य दुई खेलाडीमा कोरोना भाइरसको संक्रमण पुष्टि भएको छ कप्तान मल्ल सहित उपकप्तान दीपेन्द्र सिंह ऐरी र रोहितकुमार पौडेलमा,-1
सामाजिक सञ्जालको युगको प्रमुख महामारी कोभिड हो कोभिडको सङ्क्रमण रोक्नका लागि अधिकांश मानिसहरू घर भित्रै बस्ने र इन्टरनेटको प्रयोग गर्ने क्रममा वृद्धि भएको छ यस्तो कठिन परिस्थितिमा इन्टरनेटको सहि प्रयोग गरौँ र हामी सबै सुरक्षित रहौं,1
नेपाल सरकारद्वारा कोभिड विरुद्धको खोप प्राप्तिका कूटनीतिक नोट,1
कोभिड बाट अहिलेसम्म पाँच जना केन्द्रीय मन्त्री सहित भन्दा बढी सांसद संक्रमित,-1
नागरिक सम्पादकीय कोरोना भाइरससँग लड्न कुनै खोप तथा औषधि प्रयोगमा नआइसकेकाले उपभोक्ताले कोभिड को संक्रमणबाट जोगिन आयुर्वेदिक औषधिको प्रयोगमा जोड दिइरहेका बेला वैद्यखानाले भने औषधि उत्पादन बन्द गरेर बजारमा अभाव सिर्जना गराएको छ,-1
क्रिकेट टिमका कप्तान मल्लसहित तीन खेलाडीमा कोभिड संक्रमण,-1
मन्त्री भट्टराईले कोभिड का कारण अझै केही समय बाह्य पर्यटन आवागमन कम हुने बताउँदै आन्तरिक पर्यटन प्रवर्द्धन गर्न स्वदेशी पर्यटन प्याकेज बनाउन आग्रह गरे,1
लकडाउन र कोभिडको को कारणले ग्राहक नै पाउन समस्या भएको गाउँ गएको यौनकर्मी दिदीबहिनीहरु काम गर्न पाइन्छ भनेर काठ्माडौँ फर्कदा घरबेटीले किचकिच गरेको र मानसिक तनाव दिएको सडकमा बस्ने यौनकर्मीहरुलाई कोभिड को प्रोटोकलको कारणले सामाजिक दुरी काम गर्न समस्या,-1
कोभिड को कारणले काम गर्न नपाउँदा आर्थिक अवस्था कमजोर भएको खान बस्नै समस्या भएको समयमा स्वास्थ्य सेवा नपाउनु गोपनियता खुल्ने डर बढि भएर हिंसा अझै वृद्धि भएको बालवच्चा तथा समाजले यौनकर्मी भन्ने थाहा पाएर लान्छना लगाएको,-1
कोभिड को विश्व सवारी वुहानदेखी करोड संंक्रमित पुग्दासमेत नटुङ्गिएको यात्रा,-1
कोभिड को महामारीको अवस्थामा अनौपचारिक क्षेत्रमा काम गर्ने महिलाहरुमा घरेलु हिंसाको असरहरु यस किसिमको रहेको छन क लकडाउनको कारणले पैसा कमाउन नसक्दा परिवारबाट मानसिक हिंसामा परेको छ ख बालवच्चालाई खुवाउन नसक्दा मानसिक तथा आर्थिक हिंसा भएको ग कमाइ नभएको कारणले घरभाडा तिर्न नस,0
कोभिड को महामारीको अवस्थामा अनौपचारिक क्षेत्रमा काम गर्ने महिलाहरुमा घरेलु हिंसाको असरहरु यस किसिमको रहेको छन क लकडाउनको कारणले पैसा कमाउन नसक्दा परिवारबाट मानसिक हिंसामा परेको छ ख बालवच्चालाई खुवाउन नसक्दा मानसिक तथा आर्थिक हिंसा भएको ग कमाइ नभएको कारणले घरभाडा तिर्न नसक,0
नेपाल राष्ट्र बैंकका प्रवक्ता तथा आर्थिक अनुसन्धान विभाग प्रमुख डा गुणाकर भट्ट कोभिड को विषम परिस्थितिमा पनि आर्थिक गतिविधि विस्तार गर्न भुक्तानी प्रदायक तथा विद्युतीय कारोबार सञ्चालन गर्ने संस्थाहरुको भूमिका महत्वपूर्ण रहेको बताउँछन्,1
हाल कोभिड बाट उत्पन्न विषम परिस्थितिमा चरम रक्त अभावलाई मध्यनजर गर्दै कम्पनीले आफ्नो तेस्रो वार्षिकोत्सवको अवसरमा सामाजिक उत्तरदायित्व अन्तर्गत सो रक्तदान कार्यक्रम देशभर सञ्चालन गरेको हो,1
कोभिड का कारण बालबालिकालाई विद्यालयमा पठाउने विषयमा अभिभावकहरु अलमलिइरहेका बेला हिमाली जिल्लामा भने पढाई नै नभई यस वर्षको शैक्षिक सत्र सकिएको छ,-1
कोभिड को पहिलो प्रमाणित भ्याक्सिन अमेरिकामा लाख भ्याक्सिन वितरणको तयारी,1
कोभिड महामारीमा अमेरिकी गरिबीको कथा न्युयोर्कको ब्रुकलिनमा एक पाकिस्तानी आप्रवासीले सञ्चालन गरेको निशुल्क खाद्यान्न वितरण केन्द्र फुड प्यान्ट्री मा दैनिक हजारौँ मानिस घण्टौँसम्म कुरेर खानाको जोहो गर्न बाध्य छन्,-1
सार्वजनिक यातायात पसल मल सुपर मार्केट विवाह वर्तबन्ध बैठक भेला सबै खुल्ला छन् यसमा कोभिड को आधारभूत मापदण्दको पालना भएको छैन यस अवस्थामा मन्दिरको ढोका बन्द गर्नुको औचित्य के,-1
रौतापोखरीमा पर्यटक बढ्दै कोभिड को कारण झण्डै आठ महिनासम्म पर्यटकविहीन बनेको जिल्लाको पर्यटकीयस्थल रौतापोखरी क्षेत्रमा तिहारलगत्तै पर्यटक आगमन बढेको छ भाइटीक,1
चीनको मध्य क्षेत्रमा देखिएनन् नयाँ कोभिड का नयाँ बिरामी,1
उच्च ओहदाका को कति व्यक्ति प्रभावित कोभिड को सङ्क्रमणबाट अहिलेसम्म पाँच जना केन्द्रीय मन्त्री प्रभावित हुनुभएको छ स्वास्थ्य तथा जनसङ्ख्यामन्त्री भानुभक्त ढकालका अनुसार,-1
कोभिड का कारण परीक्षा ढिला भएपनि परीक्षाफल भने छिट्टै प्रकाशित गर्ने गरी तयारी थालेको,1
कोभिड को अचूक औषधि उपवास,0
संयुक्तराज्य अमेरिकाले पहिलो हप्तामा फाइजरले निर्माण गरेको कोभिड को खोप वितरण गर्ने योजना अघि सारेको छ,1
बेडको कोभिड अस्थायी अस्पतालको लागि,0
चीनको मध्य क्षेत्रमा देखिएनन् कोभिड का नयाँ बिरामी,1
दुर्घटनाका घाईतेमा कोभिड सङ्क्रमण पश्चात मृत्यु,-1
कोभिड प्रभावित उद्योगलाई कर्जा प्रवाह गर्न राष्ट्र बैंकको निर्देशन,1
पहिलो चरणमा अमेरिकामा लाख कोभिड को खोप वितरणको तयारी,1
चीनको मध्य क्षेत्रमा कोभिड का नयाँ बिरामी देखिएनन्,1
छिकेकी हिन्दुस्तानमा भारू हुने कोभिड परिक्षण नेपालमा कसरी मूल्य कहिले घटाउने कि पैसा पुगे पछि,-1
कोभिड को बहानामा खुलेआम अमर्यादित हुँदैछ परीक्षा,-1
हिंसा कुनै आम कुरा हैन विश्वमा हरेक तीन जनामध्ये एउटा महिला हिंसाका सिकार भइरहेका हुन्छन् अझ यो कोभिड को समयमा धेरै महिलाहरू घर भित्र र बाहिर हिंसाको सिकार भइरहेका छन् महिलाहिंसा विरुद्धको दिने अभियानलाई सफल पार्यौ र महिलालाई यो महसुस गराउकी,1
विराटनगरस्थित नोबेल मेडिकल कलेजमा र कोशी अस्पतालको कोभिड उपचार केन्द्रमा जनाको मृत्यु भएको हो,-1
कोभिड को संक्रमण कति जना भीआईपी प्रभावित,-1
अहिलेको सबैको साझा मुद्दा भनेको वश्वव्यापी रूपमा फैलिएको कोभिड को महामरी यसले पारेको बहुआयामिक प्रभाव र यसबाट आम नागरिक तथा राष्ट्रिय अर्थतन्त्रलाइ कसरी जोगाउन सकिन्छ भन्ने नै हो र हुनुपर्छ हाडछाला हुनुहन्न,0
कोभिड विरुद्धको खोप प्राप्तिका लागि सरकारले पठायो कुटनीतिक नोट,1
कोभिड सङ्क्रमण कति जना भीआईपी प्रभावित,-1
कोभिड को सङ्क्रमण कति जना भीआईपी प्रभावित,-1
कोरोना भाइरस संक्रमण कोभिड बाट अहिलेसम्म पाँच जना केन्द्रीय मन्त्री प्रभावित भएका छन्,-1
सरकारद्वारा कोभिड विरुद्धको खोप प्राप्तिका लागि कूटनीतिक नोट पठायाे खोपलाई अरब लाग्ने लोकसंवाद,1
कोभिड को सङ्क्रमणबाट उच्च ओहदाका को कति व्यक्ति प्रभावित,0
कोभिड विश्व अर्थतन्त्र र नेपाल,0
कोभिड विरुद्धको खोप प्राप्तिका लागि कूटनीतिक नोट सरकारले कोभिड को महामारी विरुद्धको खोप प्राप्तिका लागि तेस्रो चरणको खोप परीक्षण गरिरहेका राष्ट्रलाई कूटनीतिक नोट पठाइसकेको छ कोर,1
कोभिड विरुद्धको खोप प्राप्तिका लागि अर्ब रुपैयाँ खर्च लाग्ने अनुमान कोभिड विरुद्धको खोप प्,0
कोभिड विरुद्धको खोप प्राप्तिका लागि कूटनीतिक नोट पठाइयो,1
कोभिड विरुद्धको खोप भ्याक्सिन नआएसम्म मानिसको दैनिक दिनचर्या यस्तै रहने निचोडका साथ खोपका माध्यमबाट,0
कोभिड विरुद्धको खोप प्राप्तिका लागि कूटनीतिक नोट नेपालबहस,1
कोभिड विरुद्धको खोप प्राप्तिका लागि कूटनीतिक नोट पठाइसकेको छ स्वास्थ्यमन्त्री,1
कोभिड विरुद्धको खोप प्राप्तिका लागि कूटनीतिक नोट खर्च करिब अर्ब लाग्ने,0
कोभिड विरुद्धको खोप प्राप्तिका लागि कूटनीतिक नोट खोपलाई अर्ब व्यवस्थापन गर्न चुनौती,0
प्रतिशत जनतालाई खोप सुनिश्चित अर्ब खर्च लाग्ने कोभिड विरुद्धको खोप प्राप्तिका लागि कूटनीतिक नोट,0
कोभिड विरुद्धको खोप प्रतिशतलाई सुनिश्चित अर्ब लाग्ने रकम व्यवस्थापनमा चुनौती,0
